id,counterbalancing,attention,age,gender,type,dilemma,order,decision,confidence,understand,feedback
89,IH_First,TikTok,45,Female,IH,EnemySpy,Post,4,2,7,
89,IH_First,TikTok,45,Female,IB,Exam,Pre,5,4,7,
89,IH_First,TikTok,45,Female,IB,Exam,Post,7,5,7,
90,IH_First,TikTok,45,Male,IH,Passcode,Pre,3,2,1,I cannot understand why the bomber will provide the passcode if the police tortured an innocent people???
90,IH_First,TikTok,45,Male,IH,Passcode,Post,3,2,1,
90,IH_First,TikTok,45,Male,IB,Volunteering,Pre,6,6,6,
90,IH_First,TikTok,45,Male,IB,Volunteering,Post,6,6,6,
91,IB_First,TikTok,23,Female,IH,Passcode,Pre,2,4,6,
91,IB_First,TikTok,23,Female,IH,Passcode,Post,4,1,6,
91,IB_First,TikTok,23,Female,IB,Exam,Pre,5,5,6,
91,IB_First,TikTok,23,Female,IB,Exam,Post,6,6,6,
92,IB_First,TikTok,42,Female,IH,Sniper,Pre,3,5,6,
92,IB_First,TikTok,42,Female,IH,Sniper,Post,5,5,7,
92,IB_First,TikTok,42,Female,IB,Exam,Pre,6,5,7,bob had already agreed to do the session for the five students. He can always help his nephew after the session.
92,IB_First,TikTok,42,Female,IB,Exam,Post,6,6,7,
93,IH_First,TikTok,43,Female,IH,Passcode,Pre,3,2,2,I dont understand where the innocent person they cared about came into it ?
93,IH_First,TikTok,43,Female,IH,Passcode,Post,4,2,2,Again do not understand why the innocent person must be tortured?
93,IH_First,TikTok,43,Female,IB,Marathon,Pre,4,2,5,
93,IH_First,TikTok,43,Female,IB,Marathon,Post,4,2,6,
94,IH_First,TikTok,49,Male,IH,Passcode,Pre,5,3,5,
94,IH_First,TikTok,49,Male,IH,Passcode,Post,6,4,5,
94,IH_First,TikTok,49,Male,IB,Exam,Pre,4,2,6,
94,IH_First,TikTok,49,Male,IB,Exam,Post,6,5,6,
95,IB_First,TikTok,36,Male,IH,Bomb,Pre,1,7,7,
95,IB_First,TikTok,36,Male,IH,Bomb,Post,1,7,7,
95,IB_First,TikTok,36,Male,IB,Donation,Pre,3,6,7,
95,IB_First,TikTok,36,Male,IB,Donation,Post,3,4,7,
96,IB_First,TikTok,42,Female,IH,Bomb,Pre,1,7,7,
96,IB_First,TikTok,42,Female,IH,Bomb,Post,1,7,1,"There's no guarantee he will do as he says, he is a terrorist for a start!!"
96,IB_First,TikTok,42,Female,IB,Volunteering,Pre,1,7,7,Family comes first
96,IB_First,TikTok,42,Female,IB,Volunteering,Post,1,7,1,"Family still comes first, the soup kitchen will be open regardless"
97,IB_First,TikTok,41,Male,IH,Bomb,Pre,6,2,6,
97,IB_First,TikTok,41,Male,IH,Bomb,Post,6,2,6,Assume she won't get done for murder
97,IB_First,TikTok,41,Male,IB,Volunteering,Pre,2,4,5,Depends on her relationship with father& how vital she is in soup kitchen
97,IB_First,TikTok,41,Male,IB,Volunteering,Post,2,4,4,Again how vital is she to the shelter
98,IH_First,TikTok,58,Female,IH,Hostage,Pre,4,2,7,
98,IH_First,TikTok,58,Female,IH,Hostage,Post,5,1,7,
98,IH_First,TikTok,58,Female,IB,Donation,Pre,3,4,7,
98,IH_First,TikTok,58,Female,IB,Donation,Post,4,1,7,
99,IH_First,TikTok,50,Female,IH,EnemySpy,Pre,5,5,5,
99,IH_First,TikTok,50,Female,IH,EnemySpy,Post,7,7,7,
99,IH_First,TikTok,50,Female,IB,Donation,Pre,7,7,7,
99,IH_First,TikTok,50,Female,IB,Donation,Post,7,7,7,
100,IB_First,TikTok,44,Female,IH,Passcode,Pre,2,6,7,
100,IB_First,TikTok,44,Female,IH,Passcode,Post,3,4,7,
100,IB_First,TikTok,44,Female,IB,Architect,Pre,5,6,7,
100,IB_First,TikTok,44,Female,IB,Architect,Post,6,6,7,
101,IH_First,TikTok,44,Female,IH,EnemySpy,Pre,5,5,7,
101,IH_First,TikTok,44,Female,IH,EnemySpy,Post,7,7,7,
101,IH_First,TikTok,44,Female,IB,Marathon,Pre,4,7,7,
101,IH_First,TikTok,44,Female,IB,Marathon,Post,4,7,7,
102,IH_First,TikTok,37,Male,IH,Hostage,Pre,5,2,5,
102,IH_First,TikTok,37,Male,IH,Hostage,Post,7,7,7,
102,IH_First,TikTok,37,Male,IB,Donation,Pre,1,7,7,
102,IH_First,TikTok,37,Male,IB,Donation,Post,5,4,7,
103,IH_First,TikTok,41,Female,IH,Bomb,Pre,4,4,6,
103,IH_First,TikTok,41,Female,IH,Bomb,Post,5,3,6,
103,IH_First,TikTok,41,Female,IB,Volunteering,Pre,2,6,6,
103,IH_First,TikTok,41,Female,IB,Volunteering,Post,4,4,6,
104,IH_First,TikTok,26,Female,IH,Hostage,Pre,3,1,6,
104,IH_First,TikTok,26,Female,IH,Hostage,Post,4,2,7,
104,IH_First,TikTok,26,Female,IB,Architect,Pre,6,5,7,
104,IH_First,TikTok,26,Female,IB,Architect,Post,5,4,7,
105,IH_First,TikTok,37,Female,IH,Hostage,Pre,1,7,4,
105,IH_First,TikTok,37,Female,IH,Hostage,Post,1,4,5,
105,IH_First,TikTok,37,Female,IB,Donation,Pre,2,4,7,
105,IH_First,TikTok,37,Female,IB,Donation,Post,7,5,7,
106,IH_First,TikTok,25,Male,IH,Bomb,Pre,1,5,5,
106,IH_First,TikTok,25,Male,IH,Bomb,Post,1,3,5,
106,IH_First,TikTok,25,Male,IB,Volunteering,Pre,5,5,5,
106,IH_First,TikTok,25,Male,IB,Volunteering,Post,7,6,6,
107,IH_First,Facebook,58,Female,IH,Bomb,Pre,1,6,4,
107,IH_First,Facebook,58,Female,IH,Bomb,Post,1,5,2,
107,IH_First,Facebook,58,Female,IB,Exam,Pre,7,7,7,
107,IH_First,Facebook,58,Female,IB,Exam,Post,7,7,7,
108,IB_First,TikTok,18,Female,IH,Hostage,Pre,5,3,5,
108,IB_First,TikTok,18,Female,IH,Hostage,Post,5,4,6,
108,IB_First,TikTok,18,Female,IB,Architect,Pre,3,5,6,"Both is important however, Ava is the only person for her friend whereas there are other people helping to build the house."
108,IB_First,TikTok,18,Female,IB,Architect,Post,3,5,6,
109,IH_First,TikTok,54,Female,IH,Sniper,Pre,7,7,7,
109,IH_First,TikTok,54,Female,IH,Sniper,Post,7,7,7,
109,IH_First,TikTok,54,Female,IB,Volunteering,Pre,1,7,7,
109,IH_First,TikTok,54,Female,IB,Volunteering,Post,1,7,7,
110,IB_First,TikTok,56,Male,IH,Bomb,Pre,1,4,6,
110,IB_First,TikTok,56,Male,IH,Bomb,Post,1,5,6,
110,IB_First,TikTok,56,Male,IB,Donation,Pre,1,7,7,
110,IB_First,TikTok,56,Male,IB,Donation,Post,1,7,7,
111,IH_First,TikTok,42,Male,IH,Bomb,Pre,5,2,7,
111,IH_First,TikTok,42,Male,IH,Bomb,Post,7,6,7,
111,IH_First,TikTok,42,Male,IB,Donation,Pre,2,5,6,
111,IH_First,TikTok,42,Male,IB,Donation,Post,3,4,6,
112,IH_First,TikTok,27,Male,IH,EnemySpy,Pre,5,4,3,
112,IH_First,TikTok,27,Male,IH,EnemySpy,Post,7,6,4,
112,IH_First,TikTok,27,Male,IB,Donation,Pre,3,4,6,
112,IH_First,TikTok,27,Male,IB,Donation,Post,3,4,6,
113,IH_First,Twitter,48,Male,IH,Passcode,Pre,3,3,7,
113,IH_First,Twitter,48,Male,IH,Passcode,Post,3,2,7,
113,IH_First,Twitter,48,Male,IB,Donation,Pre,2,6,7,
113,IH_First,Twitter,48,Male,IB,Donation,Post,3,4,7,
114,IH_First,TikTok,51,Female,IH,Passcode,Pre,7,6,7,
114,IH_First,TikTok,51,Female,IH,Passcode,Post,7,6,7,
114,IH_First,TikTok,51,Female,IB,Exam,Pre,7,7,7,
114,IH_First,TikTok,51,Female,IB,Exam,Post,7,7,7,
115,IB_First,TikTok,32,Male,IH,Bomb,Pre,6,6,7,
115,IB_First,TikTok,32,Male,IH,Bomb,Post,7,7,7,
115,IB_First,TikTok,32,Male,IB,Architect,Pre,5,5,6,
115,IB_First,TikTok,32,Male,IB,Architect,Post,6,6,7,
116,IB_First,TikTok,29,Male,IH,Bomb,Pre,5,3,7,
116,IB_First,TikTok,29,Male,IH,Bomb,Post,5,3,7,
116,IB_First,TikTok,29,Male,IB,Donation,Pre,1,7,7,
116,IB_First,TikTok,29,Male,IB,Donation,Post,2,6,7,
117,IB_First,TikTok,63,Male,IH,Hostage,Pre,1,7,7,
117,IB_First,TikTok,63,Male,IH,Hostage,Post,1,7,7,
117,IB_First,TikTok,63,Male,IB,Architect,Pre,4,3,6,
117,IB_First,TikTok,63,Male,IB,Architect,Post,4,2,6,
118,IH_First,TikTok,38,Female,IH,Bomb,Pre,5,4,6,It's a very tough moral decision and you can't be sure the Masked man is going to carry out what he says.
118,IH_First,TikTok,38,Female,IH,Bomb,Post,6,5,6,It is an easier decision when more lives are involved
118,IH_First,TikTok,38,Female,IB,Architect,Pre,3,5,6,"Ava, as a friend, has a duty to her friend but the fact this family are homeless trumps a little bit of emotional disregulation."
118,IH_First,TikTok,38,Female,IB,Architect,Post,7,6,6,
119,IB_First,TikTok,63,Female,IH,Passcode,Pre,2,4,3,
119,IB_First,TikTok,63,Female,IH,Passcode,Post,5,5,4,
119,IB_First,TikTok,63,Female,IB,Exam,Pre,6,5,5,
119,IB_First,TikTok,63,Female,IB,Exam,Post,6,6,6,
120,IH_First,TikTok,52,Male,IH,EnemySpy,Pre,7,7,7,
120,IH_First,TikTok,52,Male,IH,EnemySpy,Post,7,7,7,
120,IH_First,TikTok,52,Male,IB,Marathon,Pre,7,7,7,
120,IH_First,TikTok,52,Male,IB,Marathon,Post,4,1,7,
121,IH_First,Newspapers,66,Female,IH,Sniper,Pre,5,5,7,By killing the driver she is saving 5 lives
121,IH_First,Newspapers,66,Female,IH,Sniper,Post,7,7,7,
121,IH_First,Newspapers,66,Female,IB,Marathon,Pre,4,3,7,
121,IH_First,Newspapers,66,Female,IB,Marathon,Post,6,6,7,
122,IB_First,Twitter,38,Male,IH,Bomb,Pre,6,7,7,
122,IB_First,Twitter,38,Male,IH,Bomb,Post,7,7,7,
122,IB_First,Twitter,38,Male,IB,Marathon,Pre,3,5,4,
122,IB_First,Twitter,38,Male,IB,Marathon,Post,4,5,6,
123,IH_First,TikTok,31,Female,IH,EnemySpy,Pre,3,6,6,
123,IH_First,TikTok,31,Female,IH,EnemySpy,Post,5,4,5,
123,IH_First,TikTok,31,Female,IB,Architect,Pre,5,4,5,
123,IH_First,TikTok,31,Female,IB,Architect,Post,6,5,6,
124,IB_First,TikTok,22,Female,IH,Passcode,Pre,1,5,7,
124,IB_First,TikTok,22,Female,IH,Passcode,Post,1,4,7,
124,IB_First,TikTok,22,Female,IB,Donation,Pre,4,7,7,
124,IB_First,TikTok,22,Female,IB,Donation,Post,3,4,7,
125,IB_First,YouTube,21,Female,IH,Passcode,Pre,7,7,7,
125,IB_First,YouTube,21,Female,IH,Passcode,Post,6,7,7,
125,IB_First,YouTube,21,Female,IB,Donation,Pre,4,5,6,
125,IB_First,YouTube,21,Female,IB,Donation,Post,7,7,7,
126,IH_First,TikTok,42,Female,IH,Hostage,Pre,3,1,6,
126,IH_First,TikTok,42,Female,IH,Hostage,Post,2,1,6,
126,IH_First,TikTok,42,Female,IB,Architect,Pre,4,2,6,
126,IH_First,TikTok,42,Female,IB,Architect,Post,4,1,6,
127,IH_First,TikTok,42,Female,IH,Bomb,Pre,3,5,7,
127,IH_First,TikTok,42,Female,IH,Bomb,Post,4,5,7,
127,IH_First,TikTok,42,Female,IB,Volunteering,Pre,3,6,7,
127,IH_First,TikTok,42,Female,IB,Volunteering,Post,7,7,7,
128,IH_First,TikTok,68,Female,IH,Passcode,Pre,6,7,7,
128,IH_First,TikTok,68,Female,IH,Passcode,Post,7,7,7,
128,IH_First,TikTok,68,Female,IB,Exam,Pre,7,7,7,
128,IH_First,TikTok,68,Female,IB,Exam,Post,7,7,7,
129,IH_First,TikTok,57,Female,IH,Bomb,Pre,5,2,7,
129,IH_First,TikTok,57,Female,IH,Bomb,Post,6,5,6,
129,IH_First,TikTok,57,Female,IB,Marathon,Pre,3,3,5,
129,IH_First,TikTok,57,Female,IB,Marathon,Post,5,4,6,
130,IB_First,TikTok,34,Female,IH,Passcode,Pre,4,4,6,
130,IB_First,TikTok,34,Female,IH,Passcode,Post,4,3,5,
130,IB_First,TikTok,34,Female,IB,Exam,Pre,6,6,7,
130,IB_First,TikTok,34,Female,IB,Exam,Post,7,6,7,
131,IB_First,TikTok,41,Male,IH,EnemySpy,Pre,5,1,7,
131,IB_First,TikTok,41,Male,IH,EnemySpy,Post,5,4,7,
131,IB_First,TikTok,41,Male,IB,Volunteering,Pre,3,3,7,
131,IB_First,TikTok,41,Male,IB,Volunteering,Post,5,3,7,
132,IH_First,TikTok,30,Female,IH,Sniper,Pre,7,7,7,
132,IH_First,TikTok,30,Female,IH,Sniper,Post,7,7,7,
132,IH_First,TikTok,30,Female,IB,Volunteering,Pre,1,7,7,
132,IH_First,TikTok,30,Female,IB,Volunteering,Post,7,4,7,
133,IB_First,TikTok,58,Female,IH,Bomb,Pre,4,1,6,
133,IB_First,TikTok,58,Female,IH,Bomb,Post,5,2,6,
133,IB_First,TikTok,58,Female,IB,Exam,Pre,6,5,7,
133,IB_First,TikTok,58,Female,IB,Exam,Post,7,6,7,
134,IH_First,TikTok,30,Female,IH,Passcode,Pre,3,4,7,
134,IH_First,TikTok,30,Female,IH,Passcode,Post,4,3,7,
134,IH_First,TikTok,30,Female,IB,Exam,Pre,6,5,7,
134,IH_First,TikTok,30,Female,IB,Exam,Post,7,6,7,
135,IH_First,TikTok,74,Female,IH,EnemySpy,Pre,1,7,7,
135,IH_First,TikTok,74,Female,IH,EnemySpy,Post,1,7,7,
135,IH_First,TikTok,74,Female,IB,Marathon,Pre,3,5,7,
135,IH_First,TikTok,74,Female,IB,Marathon,Post,3,5,7,
136,IB_First,TikTok,28,Female,IH,EnemySpy,Pre,4,2,5,
136,IB_First,TikTok,28,Female,IH,EnemySpy,Post,5,2,5,
136,IB_First,TikTok,28,Female,IB,Architect,Pre,5,5,7,
136,IB_First,TikTok,28,Female,IB,Architect,Post,6,5,7,
137,IB_First,TikTok,45,Female,IH,Passcode,Pre,4,4,6,
137,IB_First,TikTok,45,Female,IH,Passcode,Post,6,6,7,
137,IB_First,TikTok,45,Female,IB,Exam,Pre,7,7,7,
137,IB_First,TikTok,45,Female,IB,Exam,Post,7,7,7,
138,IH_First,TikTok,22,Female,IH,Passcode,Pre,3,1,7,
138,IH_First,TikTok,22,Female,IH,Passcode,Post,3,1,7,
138,IH_First,TikTok,22,Female,IB,Marathon,Pre,2,5,7,
138,IH_First,TikTok,22,Female,IB,Marathon,Post,4,3,7,
139,IH_First,TikTok,48,Male,IH,Hostage,Pre,6,6,7,
139,IH_First,TikTok,48,Male,IH,Hostage,Post,7,7,7,
139,IH_First,TikTok,48,Male,IB,Exam,Pre,5,5,7,
139,IH_First,TikTok,48,Male,IB,Exam,Post,6,6,7,
140,IB_First,Facebook,32,Male,IH,EnemySpy,Pre,1,1,1,
140,IB_First,Facebook,32,Male,IH,EnemySpy,Post,1,1,1,
140,IB_First,Facebook,32,Male,IB,Architect,Pre,7,7,7,
140,IB_First,Facebook,32,Male,IB,Architect,Post,7,7,7,
141,IH_First,TikTok,25,Female,IH,Hostage,Pre,3,5,5,
141,IH_First,TikTok,25,Female,IH,Hostage,Post,6,5,6,
141,IH_First,TikTok,25,Female,IB,Exam,Pre,7,7,7,
141,IH_First,TikTok,25,Female,IB,Exam,Post,7,7,7,
142,IH_First,TikTok,49,Female,IH,EnemySpy,Pre,1,2,6,Don’t know if the 5 civilians are enemy or not
142,IH_First,TikTok,49,Female,IH,EnemySpy,Post,5,5,6,More lives saved
142,IH_First,TikTok,49,Female,IB,Marathon,Pre,1,7,7,The friend is personal
142,IH_First,TikTok,49,Female,IB,Marathon,Post,1,7,7,Her friends charity is a local one. Not as many donations
143,IB_First,TikTok,75,Male,IH,Bomb,Pre,4,3,7,
143,IB_First,TikTok,75,Male,IH,Bomb,Post,4,4,7,
143,IB_First,TikTok,75,Male,IB,Architect,Pre,5,5,6,
143,IB_First,TikTok,75,Male,IB,Architect,Post,6,6,7,
144,IB_First,TikTok,35,Female,IH,EnemySpy,Pre,6,5,7,
144,IB_First,TikTok,35,Female,IH,EnemySpy,Post,7,7,7,
144,IB_First,TikTok,35,Female,IB,Volunteering,Pre,3,5,7,
144,IB_First,TikTok,35,Female,IB,Volunteering,Post,6,6,7,
145,IB_First,TikTok,35,Male,IH,Passcode,Pre,1,7,7,there is ways to search the pass code from the remote without needing to torture anyone
145,IB_First,TikTok,35,Male,IH,Passcode,Post,1,7,7,"realisticly evacuation is not needed the bomb could be moved/sheilded/or just locate the accomplice, in regards to moral stand point torturing somthing is never going to be the corect option"
145,IB_First,TikTok,35,Male,IB,Exam,Pre,7,7,7,"these students use bob as their way of learning, James should have his own support network to assist and not just his relative"
145,IB_First,TikTok,35,Male,IB,Exam,Post,7,7,7,"as before the students are bobs priority, James should have access to study material from his teachers"
146,IB_First,TikTok,24,Female,IH,Bomb,Pre,4,2,5,
146,IB_First,TikTok,24,Female,IH,Bomb,Post,5,3,5,
146,IB_First,TikTok,24,Female,IB,Volunteering,Pre,4,3,5,
146,IB_First,TikTok,24,Female,IB,Volunteering,Post,6,5,5,
147,IH_First,TikTok,33,Male,IH,Passcode,Pre,4,5,6,
147,IH_First,TikTok,33,Male,IH,Passcode,Post,5,5,6,"increasing the number of people would likely make you want to participate in torture, but there can be another way,"
147,IH_First,TikTok,33,Male,IB,Exam,Pre,5,6,6,option to either get him to join the online sessions and have more one to one time after the sessions are done.
147,IH_First,TikTok,33,Male,IB,Exam,Post,6,6,6,
148,IB_First,Facebook,38,Female,IH,Hostage,Pre,2,4,7,
148,IB_First,Facebook,38,Female,IH,Hostage,Post,2,3,7,
148,IB_First,Facebook,38,Female,IB,Exam,Pre,7,5,7,
148,IB_First,Facebook,38,Female,IB,Exam,Post,5,4,7,
149,IB_First,TikTok,74,Male,IH,Sniper,Pre,6,7,7,
149,IB_First,TikTok,74,Male,IH,Sniper,Post,7,7,7,
149,IB_First,TikTok,74,Male,IB,Architect,Pre,2,6,7,very difficult decision
149,IB_First,TikTok,74,Male,IB,Architect,Post,2,6,7,
150,IB_First,TikTok,31,Female,IH,Hostage,Pre,4,3,7,
150,IB_First,TikTok,31,Female,IH,Hostage,Post,7,5,7,
150,IB_First,TikTok,31,Female,IB,Volunteering,Pre,4,3,7,
150,IB_First,TikTok,31,Female,IB,Volunteering,Post,5,2,7,
151,IB_First,YouTube,34,Male,IH,Bomb,Pre,5,2,1,Kill one to save more? This is very hard.
151,IB_First,YouTube,34,Male,IH,Bomb,Post,5,1,1,Kind of same as the previous. Kill one to save thousands? No idea.
151,IB_First,YouTube,34,Male,IB,Architect,Pre,6,6,2,"Ava's friend could join her going to help the family, if not to work at least she could try and do something else and spend time with Ava when she's free."
151,IB_First,YouTube,34,Male,IB,Architect,Post,7,6,4,
152,IH_First,TikTok,46,Male,IH,EnemySpy,Pre,3,2,6,
152,IH_First,TikTok,46,Male,IH,EnemySpy,Post,4,3,6,
152,IH_First,TikTok,46,Male,IB,Architect,Pre,6,6,6,
152,IH_First,TikTok,46,Male,IB,Architect,Post,7,7,6,
153,IB_First,TikTok,54,Male,IH,Sniper,Pre,5,6,7,
153,IB_First,TikTok,54,Male,IH,Sniper,Post,7,7,7,
153,IB_First,TikTok,54,Male,IB,Volunteering,Pre,4,7,7,
153,IB_First,TikTok,54,Male,IB,Volunteering,Post,4,7,7,
154,IB_First,TikTok,26,Male,IH,Hostage,Pre,7,7,6,
154,IB_First,TikTok,26,Male,IH,Hostage,Post,7,7,7,
154,IB_First,TikTok,26,Male,IB,Volunteering,Pre,2,6,6,
154,IB_First,TikTok,26,Male,IB,Volunteering,Post,3,6,6,
155,IB_First,TikTok,53,Male,IH,Bomb,Pre,2,5,7,
155,IB_First,TikTok,53,Male,IH,Bomb,Post,7,7,7,
155,IB_First,TikTok,53,Male,IB,Donation,Pre,1,7,7,
155,IB_First,TikTok,53,Male,IB,Donation,Post,1,7,7,
156,IH_First,TikTok,31,Male,IH,Sniper,Pre,5,4,7,
156,IH_First,TikTok,31,Male,IH,Sniper,Post,7,6,7,
156,IH_First,TikTok,31,Male,IB,Exam,Pre,3,4,7,
156,IH_First,TikTok,31,Male,IB,Exam,Post,6,6,7,
157,IB_First,TikTok,20,Male,IH,Bomb,Pre,7,7,7,
157,IB_First,TikTok,20,Male,IH,Bomb,Post,7,7,7,
157,IB_First,TikTok,20,Male,IB,Marathon,Pre,1,7,7,
157,IB_First,TikTok,20,Male,IB,Marathon,Post,1,7,7,
158,IH_First,TikTok,32,Male,IH,Passcode,Pre,2,4,3,NA
158,IH_First,TikTok,32,Male,IH,Passcode,Post,2,6,6,NA
158,IH_First,TikTok,32,Male,IB,Volunteering,Pre,6,4,6,NA
158,IH_First,TikTok,32,Male,IB,Volunteering,Post,6,4,5,NA
159,IB_First,TikTok,30,Male,IH,Hostage,Pre,1,7,4,
159,IB_First,TikTok,30,Male,IH,Hostage,Post,3,3,3,
159,IB_First,TikTok,30,Male,IB,Exam,Pre,5,5,6,
159,IB_First,TikTok,30,Male,IB,Exam,Post,5,5,6,
160,IH_First,TikTok,38,Female,IH,Hostage,Pre,1,6,6,
160,IH_First,TikTok,38,Female,IH,Hostage,Post,1,5,6,
160,IH_First,TikTok,38,Female,IB,Architect,Pre,5,3,7,
160,IH_First,TikTok,38,Female,IB,Architect,Post,6,4,7,
161,IH_First,TikTok,42,Male,IH,Passcode,Pre,1,7,7,
161,IH_First,TikTok,42,Male,IH,Passcode,Post,1,3,6,
161,IH_First,TikTok,42,Male,IB,Architect,Pre,7,7,7,
161,IH_First,TikTok,42,Male,IB,Architect,Post,7,7,7,
162,IB_First,TikTok,25,Male,IH,Bomb,Pre,4,2,6,
162,IB_First,TikTok,25,Male,IH,Bomb,Post,5,3,5,
162,IB_First,TikTok,25,Male,IB,Marathon,Pre,4,3,6,
162,IB_First,TikTok,25,Male,IB,Marathon,Post,7,5,6,
163,IB_First,Other,34,Female,IH,Sniper,Pre,7,7,7,
163,IB_First,Other,34,Female,IH,Sniper,Post,7,7,7,
163,IB_First,Other,34,Female,IB,Marathon,Pre,2,4,7,
163,IB_First,Other,34,Female,IB,Marathon,Post,3,4,7,
164,IH_First,TikTok,26,Female,IH,Bomb,Pre,1,6,7,This would be really difficult but if I were Julie I wouldn’t want to take matters into my hands and kill someone myself
164,IH_First,TikTok,26,Female,IH,Bomb,Post,2,6,7,
164,IH_First,TikTok,26,Female,IB,Volunteering,Pre,2,5,7,Family is important
164,IH_First,TikTok,26,Female,IB,Volunteering,Post,4,5,7,Family is important but saves lots of people
165,IB_First,TikTok,31,Female,IH,Sniper,Pre,6,6,7,
165,IB_First,TikTok,31,Female,IH,Sniper,Post,7,7,7,
165,IB_First,TikTok,31,Female,IB,Volunteering,Pre,3,6,6,
165,IB_First,TikTok,31,Female,IB,Volunteering,Post,3,6,7,Family is sometime more important especially if her father has had an op he might become poorly
166,IH_First,TikTok,38,Female,IH,Bomb,Pre,7,5,3,
166,IH_First,TikTok,38,Female,IH,Bomb,Post,7,7,7,
166,IH_First,TikTok,38,Female,IB,Volunteering,Pre,2,5,6,
166,IH_First,TikTok,38,Female,IB,Volunteering,Post,3,4,6,
167,IB_First,TikTok,60,Female,IH,Passcode,Pre,6,5,6,
167,IB_First,TikTok,60,Female,IH,Passcode,Post,7,6,7,
167,IB_First,TikTok,60,Female,IB,Marathon,Pre,6,6,7,"Rachel should have decided before raising money for 'charity' which charity she is raising money for. This scenario is somewhat unrealistic as I believe it breaks the law.

However, if it comes to the choice, helping 5 unknown people rather than 1 known is the moral thing to do with the money."
167,IB_First,TikTok,60,Female,IB,Marathon,Post,7,7,7,"Same as before, more being helped than just one person."
168,IH_First,TikTok,20,Female,IH,Sniper,Pre,2,4,6,she wound not kill anyone
168,IH_First,TikTok,20,Female,IH,Sniper,Post,6,6,7,to save other people she would have to
168,IH_First,TikTok,20,Female,IB,Volunteering,Pre,1,7,7,"if a loved needs you tht should be your priority, volunteering is good but not neglecting the needs of a closer person"
168,IH_First,TikTok,20,Female,IB,Volunteering,Post,1,7,7,she should go to her father and maybe after seeing him she can tell me she might go to volunteer for a while but will come back and spend more time with him
169,IB_First,TikTok,46,Female,IH,EnemySpy,Pre,3,5,7,
169,IB_First,TikTok,46,Female,IH,EnemySpy,Post,3,5,7,
169,IB_First,TikTok,46,Female,IB,Volunteering,Pre,3,5,7,
169,IB_First,TikTok,46,Female,IB,Volunteering,Post,3,5,7,
170,IH_First,TikTok,25,Female,IH,Bomb,Pre,3,1,7,
170,IH_First,TikTok,25,Female,IH,Bomb,Post,6,5,7,
170,IH_First,TikTok,25,Female,IB,Exam,Pre,6,7,7,
170,IH_First,TikTok,25,Female,IB,Exam,Post,7,7,7,
171,IH_First,TikTok,22,Male,IH,Sniper,Pre,5,5,6,
171,IH_First,TikTok,22,Male,IH,Sniper,Post,7,7,6,
171,IH_First,TikTok,22,Male,IB,Marathon,Pre,3,2,6,
171,IH_First,TikTok,22,Male,IB,Marathon,Post,4,4,6,
172,IB_First,TikTok,51,Male,IH,Sniper,Pre,4,2,7,
172,IB_First,TikTok,51,Male,IH,Sniper,Post,4,2,7,
172,IB_First,TikTok,51,Male,IB,Exam,Pre,6,4,7,
172,IB_First,TikTok,51,Male,IB,Exam,Post,7,5,7,
173,IH_First,TikTok,62,Female,IH,EnemySpy,Pre,2,4,6,
173,IH_First,TikTok,62,Female,IH,EnemySpy,Post,5,4,6,
173,IH_First,TikTok,62,Female,IB,Volunteering,Pre,3,6,7,
173,IH_First,TikTok,62,Female,IB,Volunteering,Post,2,6,7,
174,IB_First,TikTok,32,Female,IH,Bomb,Pre,4,4,5,
174,IB_First,TikTok,32,Female,IH,Bomb,Post,6,5,5,
174,IB_First,TikTok,32,Female,IB,Exam,Pre,5,5,5,
174,IB_First,TikTok,32,Female,IB,Exam,Post,5,5,5,
175,IB_First,TikTok,45,Male,IH,Bomb,Pre,2,3,7,
175,IB_First,TikTok,45,Male,IH,Bomb,Post,3,3,7,
175,IB_First,TikTok,45,Male,IB,Volunteering,Pre,2,6,7,
175,IB_First,TikTok,45,Male,IB,Volunteering,Post,5,4,7,
176,IB_First,TikTok,32,Female,IH,Hostage,Pre,3,1,4,
176,IB_First,TikTok,32,Female,IH,Hostage,Post,4,1,4,
176,IB_First,TikTok,32,Female,IB,Volunteering,Pre,2,6,7,
176,IB_First,TikTok,32,Female,IB,Volunteering,Post,2,6,7,the impact of one less volunteer for 500 people is likely to be a lot less there should in theory be more volunteers than for 5 people
177,IH_First,TikTok,47,Female,IH,Passcode,Pre,3,4,6,Impossible situation - I would torture the bomber instead
177,IH_First,TikTok,47,Female,IH,Passcode,Post,4,3,6,
177,IH_First,TikTok,47,Female,IB,Marathon,Pre,2,5,6,
177,IH_First,TikTok,47,Female,IB,Marathon,Post,2,5,6,
178,IH_First,TikTok,42,Male,IH,EnemySpy,Pre,4,3,7,
178,IH_First,TikTok,42,Male,IH,EnemySpy,Post,5,4,7,
178,IH_First,TikTok,42,Male,IB,Marathon,Pre,3,5,7,
178,IH_First,TikTok,42,Male,IB,Marathon,Post,4,5,7,
179,IB_First,TV,39,Female,IH,Sniper,Pre,4,5,7,
179,IB_First,TV,39,Female,IH,Sniper,Post,7,7,7,
179,IB_First,TV,39,Female,IB,Donation,Pre,6,6,7,
179,IB_First,TV,39,Female,IB,Donation,Post,7,7,7,
180,IH_First,TikTok,64,Male,IH,Sniper,Pre,6,6,6,
180,IH_First,TikTok,64,Male,IH,Sniper,Post,6,6,6,
